fast,slow,atr,total_return,total_trades,win_rate,final_equity
21,25,0.02,0.4060515589274867,13,0.6153846153846154,1.4060515589274867
5,60,0.0,0.38764762221828275,5,0.6,1.3876476222182828
5,60,0.001,0.38764762221828275,5,0.6,1.3876476222182828
5,60,0.002,0.38764762221828275,5,0.6,1.3876476222182828
5,60,0.003,0.38764762221828275,5,0.6,1.3876476222182828
5,60,0.005,0.38764762221828275,5,0.6,1.3876476222182828
5,60,0.008,0.38764762221828275,5,0.6,1.3876476222182828
5,60,0.01,0.38764762221828275,5,0.6,1.3876476222182828
5,60,0.015,0.38764762221828275,5,0.6,1.3876476222182828
5,60,0.02,0.38764762221828275,5,0.6,1.3876476222182828
19,25,0.0,0.37196026505709545,12,0.5,1.3719602650570955
19,25,0.001,0.37196026505709545,12,0.5,1.3719602650570955
19,25,0.002,0.37196026505709545,12,0.5,1.3719602650570955
19,25,0.003,0.37196026505709545,12,0.5,1.3719602650570955
19,25,0.005,0.37196026505709545,12,0.5,1.3719602650570955
19,25,0.008,0.37196026505709545,12,0.5,1.3719602650570955
19,25,0.01,0.37196026505709545,12,0.5,1.3719602650570955
19,25,0.015,0.37196026505709545,12,0.5,1.3719602650570955
19,25,0.02,0.37196026505709545,12,0.5,1.3719602650570955
15,30,0.0,0.3592824761835687,7,0.7142857142857143,1.3592824761835687
15,30,0.001,0.3592824761835687,7,0.7142857142857143,1.3592824761835687
15,30,0.002,0.3592824761835687,7,0.7142857142857143,1.3592824761835687
15,30,0.003,0.3592824761835687,7,0.7142857142857143,1.3592824761835687
15,30,0.005,0.3592824761835687,7,0.7142857142857143,1.3592824761835687
15,30,0.008,0.3592824761835687,7,0.7142857142857143,1.3592824761835687
15,30,0.01,0.3592824761835687,7,0.7142857142857143,1.3592824761835687
